color,from,nikename,parent,subparent,l,a,b
茶花紫,人造丝绸缎色谱_何进丰,,黑,紫,53,27,-18
浅茄花紫,绞丝染色基本色谱,,赤,紫,62,42,-4
茄花紫,绞丝染色基本色谱,,赤,紫,46,40,-8
豆花紫,绞丝染色基本色谱,,黑,紫,55,24,-19
深豆花紫,绞丝染色基本色谱,,黑,紫,48,24,-22
深玫瑰紫,绞丝染色基本色谱,,黑,紫,31,35,-22
深茄紫,绞丝染色基本色谱,,黑,紫,35,31,-34
紫罗兰,绞丝染色基本色谱,,黑,紫,29,28,-34
深紫罗兰,绞丝染色基本色谱,,黑,紫,28,21,-34
罗兰紫,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,紫,27.95922645,49.07621252,37.27286293
葛花紫,钧瓷色彩的特征与分类体系研究_王庆斌,,赤,紫,21.85454597,35.21043013,17.91355552
暗紫苑红,perchouli,,赤,紫,33.05273947,50.77417918,26.22370602
暗紫苑红,中国色名综览_凑幸卫,,黑,紫,41.16947215,26.13167884,-2.478624625
紫荆红,perchouli,,赤,紫,60.18439551,85.02752004,13.94692941
紫荆红,中国色名综览_凑幸卫,,赤,紫,53.71192512,59.85501836,-2.988331113
紫红,乾隆色谱,,黑,紫,37,27,-1
红豆紫,国标GB/T 31430-2015,豆沙紫,赤,紫,36.7,36.7,1.8
紫红,国标GB/T 31430-2015,紫红,黑,紫,34.8,32.9,-9.2
紫红,乾隆色谱,紫红,黑,紫,37,27,-1
红光甲基紫,中国色名综览_凑幸卫,,赤,紫,41.2169516,46.90013556,-34.70787651
红光甲花紫,人造丝绸缎色谱_何进丰,,黑,紫,33,28,-23
红紫,钧瓷色彩的特征与分类体系研究_王庆斌,,黑,紫,25.68045474,11.60840598,7.468051774
紫茎屏风,故宫里的色彩美学_郭浩,,赤,紫,53.08193082,40.46004513,-3.687304887
紫蒲,故宫里的色彩美学_郭浩,,赤,紫,51.56490043,51.62310765,-22.21196952
赪紫,故宫里的色彩美学_郭浩,,赤,紫,36.71540859,62.13497845,-19.96280549
齐紫,故宫里的色彩美学_郭浩,,黑,紫,30.29188226,50.29173914,-25.7431793
凝夜紫,故宫里的色彩美学_郭浩,,黑,紫,19.87436461,31.55897647,-26.6580009
香炉紫烟,故宫里的色彩美学_郭浩,,白,紫,83.51112468,5.481282978,-4.742204129
紫菂,故宫里的色彩美学_郭浩,,青,紫,61.91925826,12.3758952,-13.06401579
拂紫绵,故宫里的色彩美学_郭浩,,黑,紫,42.92707453,32.45527284,-17.31307328
琅玕紫,故宫里的色彩美学_郭浩,,赤,紫,58.42769996,58.04206315,4.776980703
紫薄汗,故宫里的色彩美学_郭浩,,白,紫,71.15362035,20.89229615,-18.05019692
魏紫,故宫里的色彩美学_郭浩,,赤,紫,40.02739415,49.46497099,7.050192037
紫紶,故宫里的色彩美学_郭浩,,黑,紫,42.97861045,33.02125352,-20.45131945
紫鼠,故宫里的色彩美学_郭浩,,黑,紫,34.03052907,10.38193694,-4.633963902
黪紫,故宫里的色彩美学_郭浩,,赤,紫,63.17128171,49.55619892,-5.541354267
胭脂紫,故宫里的色彩美学_郭浩,,赤,紫,49.11122777,58.22702419,3.027923688
紫府,故宫里的色彩美学_郭浩,,赤,紫,49.64147861,36.97098643,-6.594034486
芥拾紫,故宫里的色彩美学_郭浩,,黑,紫,26.14342189,37.1110072,-0.845942908
油紫,故宫里的色彩美学_郭浩,,黑,紫,14.21281956,35.07621046,-5.403924498
紫诰,故宫里的色彩美学_郭浩,,黑,紫,41.02626497,20.31740786,2.204328437
紫扇贝色,DIC中国传统色,,黑,紫,43.11027769,24.98903851,-4.600763213
紫赤金色,中国传统色彩图鉴_鸿洋,,黄,紫,78.63954589,20.67549672,88.69761125
芋紫,中国色名综览_凑幸卫,,黑,紫,46.50808907,22.60381025,-23.20259991
紫藤灰,DIC中国传统色,,青,紫,56.1511058,7.68276726,-10.78905492
紫灰,perchouli,,黑,紫,31.20301074,21.56099019,-4.772796342
紫灰,中国色名综览_凑幸卫,,黑,紫,43.95155588,14.31645643,-15.07847936
朱石栗,故宫里的色彩美学_郭浩,,赤,朱,39.25791463,28.98800414,33.67503986
银朱,国标GB/T 31430-2015,朱砂,赤,朱,46.8,41.5,22.6
银朱,perchouli,朱砂,赤,朱,61.47229379,78.391981,74.29067299
银朱,DIC中国传统色,朱砂,赤,朱,50.62448372,51.59473193,23.0482996
银朱,故宫里的色彩美学_郭浩,朱砂,赤,朱,52.29289037,73.51161172,57.69689738
银朱,中国美色_中国国家地理,朱砂,赤,朱,57.5876019,84.64102288,42.24840082
银朱,中国色名综览_凑幸卫,朱砂,赤,朱,53.84120277,54.7025446,34.38015452
朱砂,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,钧瓷：朱砂红,赤,朱,44.75,30.74,11.4
朱砂,中国颜色_黄仁达,钧瓷：朱砂红,赤,朱,62.25805185,87.01624485,75.5217884
朱砂,钧瓷色彩的特征与分类体系研究_王庆斌,钧瓷：朱砂红,赤,朱,33.98406471,49.11321343,25.3098729
朱砂,中国美色_中国国家地理,钧瓷：朱砂红,赤,朱,62.52633001,86.14416416,74.80408729
朱槿色,中国颜色_黄仁达,,赤,朱,61.86984633,88.9855282,65.94623384
朱槿色,中国美色_中国国家地理,,赤,朱,61.86984633,88.9855282,65.94623384
朱（大红）a,perchouli,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,61.9708047,73.06745612,67.4873183
朱（大红）a,乾隆色谱,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,42,44,31
朱（大红）a,中国颜色_黄仁达,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,56.42214702,85.2565336,28.52533145
朱（大红）a,染作江南春水色_金成熺,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,59.19,40.14,12.21
朱（大红）a,古色之美_青简,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,63.45557255,83.70192978,65.17482946
朱（大红）a,染色样本纳夫妥类_何进丰,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,40,56,24
朱（大红）a,中国美色_中国国家地理,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,61.69969503,89.67138921,64.55878391
朱（大红）a,中国色名综览_凑幸卫,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,54.99242874,48.4010215,19.5981041
朱（大红）a,中国传统色彩图鉴_鸿洋,大红  明、中国颜色_黄仁达：朱色 染样2、鸿洋：大红 / 中国色名综览_凑幸卫,赤,朱,61.42750084,89.89679444,74.86747135
朱红,perchouli,,赤,朱,62.0554551,69.83951524,65.74262088
朱红,中国美色_中国国家地理,,赤,朱,56.42214702,85.2565336,28.52533145
纯黑朱,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黑,朱,24.31,0.71,-1.32
朱缥,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,赤,朱,64.48,54.19,51
古代朱,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黑,朱,31.37,8.54,4.53
镜面朱砂,DIC中国传统色,硃砂,赤,朱,46.12975665,46.33444026,21.0456135
血朱,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,赤,朱,48.01,57.5,46.43
朱土,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,赤,朱,59.3,19.87,31.7
朱草,故宫里的色彩美学_郭浩,,赤,朱,45.38321611,51.45230415,35.57393367
水华朱,故宫里的色彩美学_郭浩,,赤,朱,42.05659093,62.60971747,41.85074181
朱颜酡,故宫里的色彩美学_郭浩,,赤,朱,75.19025289,38.52569345,37.63015142
朱孔阳,故宫里的色彩美学_郭浩,,赤,朱,45.85322425,69.70340123,37.17684355
朱湛,故宫里的色彩美学_郭浩,,赤,朱,39.39527922,51.73904421,32.83801039
朱柿,故宫里的色彩美学_郭浩,,赤,朱,66.08328249,58.20766502,53.44702046
朱樱,故宫里的色彩美学_郭浩,,赤,朱,35.88757029,55.73140947,36.46720727
朱殷,故宫里的色彩美学_郭浩,,赤,朱,48.52807114,60.57033362,49.80041515
朱古力色,DIC中国传统色,,黑,朱,45.80609557,9.699425696,14.85978849
黑朱,故宫里的色彩美学_郭浩,,黑,朱,45.08376391,1.778461767,8.348189027
赭石,国标GB/T 31430-2015,赭石（棕黄）a：鸿洋、涤棉,黑,赭,40.1,16.1,19.6
赭石,perchouli,赭石（棕黄）a：鸿洋、涤棉,赤,赭,34.42723249,49.32024536,41.44508012
赭石,DIC中国传统色,赭石（棕黄）a：鸿洋、涤棉,赤,赭,58.56418961,25.26233537,27.97959956
赭石,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,赭石（棕黄）a：鸿洋、涤棉,赤,赭,52.05,28.94,32.45
赭石,古色之美_青简,赭石（棕黄）a：鸿洋、涤棉,赤,赭,32.86746787,56.46975575,46.79679426
赭石,中国美色_中国国家地理,赭石（棕黄）a：鸿洋、涤棉,黑,赭,34.04523266,13.49964601,39.58384698
赭石,中国色名综览_凑幸卫,赭石（棕黄）a：鸿洋、涤棉,赤,赭,33.41918815,33.41768887,14.95512569
赭石,中国传统色彩图鉴_鸿洋,赭石（棕黄）a：鸿洋、涤棉,黄,赭,47.96360684,24.40996433,60.21767665
赭石,涤棉色谱_何进丰,赭石（棕黄）a：鸿洋、涤棉,黑,赭,47,8,25
淡赭,perchouli,,黄,赭,61.11123199,27.55477762,44.00571685
淡赭,中国色名综览_凑幸卫,,白,赭,61.64994567,11.87628084,11.0798414
岩岱赭,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,岱赭,黑,赭,39.34,18.46,12.96
赭罗,故宫里的色彩美学_郭浩,,赤,赭,50.50431255,25.97028114,21.97208192
赭色,中国颜色_黄仁达,,赤,赭,46.69281263,65.55949863,45.13072628
赭色,中国美色_中国国家地理,,赤,赭,46.69281263,65.55949863,45.13072628
岩赭石,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,白,赭,69.51,9.77,5.04
岱赭,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黑,赭,31.33,27.21,16.82
渥赭,故宫里的色彩美学_郭浩,,赤,赭,63.76562628,56.42489617,17.90020346
岱赭,故宫里的色彩美学_郭浩,,赤,赭,62.98733421,53.2077736,43.87053781
赭红,国标GB/T 31430-2015,黄红（赭红）a,赤,赭,41.8,40.5,32
赭红,DIC中国传统色,黄红（赭红）a,赤,赭,55.68903889,25.34520808,23.76873893
赭红,DIC中国传统色,,赤,赭,55.68903889,25.34520808,23.76873893
深赭红,涤棉色谱_何进丰,,赤,赭,40,40,19
赭绿,国标GB/T 31430-2015,棕绿：鸿洋,黑,赭,33.8,-2.4,11.1
赭绿,中国传统色彩图鉴_鸿洋,棕绿：鸿洋,黄,赭,43.73632022,-16.98915718,55.32888683
银褐,国标GB/T 31430-2015,浅褐,白,银,65.5,16,12.8
银褐,故宫里的色彩美学_郭浩,浅褐,青,银,61.35577997,10.68630691,-5.598045064
银红,国标GB/T 31430-2015,银红（暗粉）a,赤,银,34.3,28.2,29.4
银红,DIC中国传统色,银红（暗粉）a,赤,银,56.03931069,39.677439,9.114472642
银红,故宫里的色彩美学_郭浩,银红（暗粉）a,白,银,85.23660131,15.3778605,-0.348289904
银红,染作江南春水色_金成熺,银红（暗粉）a,白,银,77.22,27.75,4.2
银红,中国传统色彩图鉴_鸿洋,银红（暗粉）a,赤,银,53.63315267,77.58943837,32.6618631
银朱,国标GB/T 31430-2015,朱砂,赤,银,46.8,41.5,22.6
银朱,perchouli,朱砂,赤,银,61.47229379,78.391981,74.29067299
银朱,DIC中国传统色,朱砂,赤,银,50.62448372,51.59473193,23.0482996
银朱,故宫里的色彩美学_郭浩,朱砂,赤,银,52.29289037,73.51161172,57.69689738
银朱,中国美色_中国国家地理,朱砂,赤,银,57.5876019,84.64102288,42.24840082
银朱,中国色名综览_凑幸卫,朱砂,赤,银,53.84120277,54.7025446,34.38015452
银星海棠,DIC中国传统色,,赤,银,48.08419017,62.46550259,14.03069318
银蓝,DIC中国传统色,,白,银,77.83285166,-0.22287129,-10.36544026
银色,国标GB/T 31430-2015,银色,青,银,76.4,-108.9,-25.2
银色,中国颜色_黄仁达,银色,白,银,91.9298287,4.207751723,-10.91821152
银色,中国美色_中国国家地理,银色,白,银,91.9298287,4.207751723,-10.91821152
银色,中国传统色彩图鉴_鸿洋,银色,白,银,91.53005318,2.093801706,-8.84431786
老银色,中国传统色彩图鉴_鸿洋,,青,银,82.20915263,-19.72892927,1.468673154
银白,国标GB/T 31430-2015,银白,白,银,79,0,-1.4
银白,DIC中国传统色,银白,白,银,90.97970112,1.486485719,7.939145932
银白,古色之美_青简,银白,白,银,95.08113564,-2.844946626,0.75861611
银白,中国色名综览_凑幸卫,银白,白,银,91.08176574,9.586963566,-8.973411842
银鱼白,perchouli,,白,银,83.89779429,-1.149307629,-2.516031731
银鱼白,中国色名综览_凑幸卫,,白,银,81.34789173,3.270361575,-11.60764208
银白,perchouli,,白,银,94.98265079,0.305674119,0.699980853
银箔,DIC中国传统色,,青,银,65.51895476,-1.371374472,7.429832738
深银灰,DIC中国传统色,,白,银,72.18269172,-2.032251768,11.12626849
银灰,perchouli,银灰,青,银,55.73870578,6.816742055,10.97409083
银灰,染色样本士林类_何进丰,银灰,白,银,78,2,6
淡银灰,perchouli,,白,银,74.4348998,5.067419675,9.957181932
淡银灰,中国色名综览_凑幸卫,,白,银,71.59698496,9.498682735,5.277129443
银鼠灰,perchouli,银鼠色：鸿洋,白,银,70.77034249,1.302068954,15.46374004
银鼠灰,DIC中国传统色,银鼠色：鸿洋,青,银,55.23358262,1.167401315,-6.115401756
银鼠灰,中国颜色_黄仁达,银鼠色：鸿洋,青,银,63.22646497,0.587610366,-1.513490711
银鼠灰,中国美色_中国国家地理,银鼠色：鸿洋,青,银,50.69323898,0.232268774,-0.560927623
银鼠灰,中国色名综览_凑幸卫,银鼠色：鸿洋,白,银,71.5747446,4.672955968,16.93418813
银鼠灰,中国传统色彩图鉴_鸿洋,银鼠色：鸿洋,青,银,68.07640351,-10.57692869,-8.998925526
银灰色,中国颜色_黄仁达,,青,银,66.48124507,-9.68929647,-4.046322183
银灰色,中国色名综览_凑幸卫,,白,银,63.73911267,9.31770509,5.693106431
青骊,故宫里的色彩美学_郭浩,,黑,青,17.73178404,18.05118338,19.84734887
青圭,故宫里的色彩美学_郭浩,,青,青,59.33858134,-7.375173359,29.4624274
青黄,国标GB/T 31430-2015,青黄 HRD、明:缃色,黄,青,80.2,-6.2,84.7
青黄,中国颜色_黄仁达,青黄 HRD、明:缃色,黄,青,96.01698023,-26.78599028,80.17207658
青黄,古色之美_青简,青黄 HRD、明:缃色,黄,青,80.12548824,12.12966899,82.07012733
青黄,中国美色_中国国家地理,青黄 HRD、明:缃色,黄,青,96.01698023,-26.78599028,80.17207658
葱青,故宫里的色彩美学_郭浩,,白,青,93.68021421,-10.35070883,25.58003759
青白玉,故宫里的色彩美学_郭浩,,白,青,79.65996618,-3.531074473,19.58341871
梅子青,中国传统色彩图鉴_鸿洋,,青,青,92.3313486,-46.22876398,34.96007835
鸭卵青,中国美色_中国国家地理,,白,青,93.71886947,-19.17416901,5.377960802
青翠,国标GB/T 31430-2015,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,54.6,-54.8,25.2
青翠,perchouli,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,56.13529215,-77.50237791,21.27364342
青翠,DIC中国传统色,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,41.1615937,-32.14213214,0.814108644
青翠,中国颜色_黄仁达,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,56.78828766,-68.54655664,18.22735081
青翠,古色之美_青简,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,83.39698221,-135.8451286,82.70268266
青翠,钧瓷色彩的特征与分类体系研究_王庆斌,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,30.98246263,-31.84451587,-4.615803633
青翠,中国美色_中国国家地理,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,52.29558913,-75.90869194,22.37594701
青翠,中国色名综览_凑幸卫,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,青,青,61.51479085,-44.92446608,5.556893733
青翠,中国传统色彩图鉴_鸿洋,翠绿1957、中国色名综览_凑幸卫、钧瓷、明（青翠绿）a 古色 （青翠色：鸿洋）,黄,青,83.75614396,-131.2103036,90.92052682
青葱,中国美色_中国国家地理,,黄,青,73.61056564,-113.401396,81.08933579
青豆色,DIC中国传统色,,青,青,68.68160534,-15.27630647,21.7400025
青豆色,中国美色_中国国家地理,,青,青,71.16174428,-41.52189468,30.08878039
浅青瓷釉色,DIC中国传统色,,白,青,86.90647382,-9.207770141,2.131274982
龙泉青瓷釉色,DIC中国传统色,,白,青,77.62761738,-10.70988041,8.454923568
竹青,中国颜色_黄仁达,,黄,青,66.86346316,-71.9946089,67.39172825
竹青,中国美色_中国国家地理,,青,青,59.70100475,-52.56531317,39.82016883
竹青,中国传统色彩图鉴_鸿洋,,青,青,59.70100475,-52.56531317,39.82016883
青粲,故宫里的色彩美学_郭浩,,黄,青,82.3973882,-30.18779081,68.74821297
青楸,故宫里的色彩美学_郭浩,,青,青,63.13114402,-24.99887564,13.34363651
青梅,故宫里的色彩美学_郭浩,青梅绿中国色名综览_凑幸卫,青,青,55.30861751,-14.15879654,7.047846616
青梅,中国色名综览_凑幸卫,青梅绿中国色名综览_凑幸卫,青,青,67.48704819,-24.75474369,20.5833587
螺青,故宫里的色彩美学_郭浩,,黑,青,30.82200932,-16.00095012,10.52434074
苏勃尼青,中国美色_中国国家地理,,黑,青,35.54632228,20.31002993,-61.73977721
蛋青,国标GB/T 31430-2015,鸭蛋青：鸿洋、中国色名综览_凑幸卫,白,青,89.3,-8.4,-3.9
蛋青,DIC中国传统色,鸭蛋青：鸿洋、中国色名综览_凑幸卫,白,青,89.87598491,-6.100613319,-0.308222562
蛋青,染作江南春水色_金成熺,鸭蛋青：鸿洋、中国色名综览_凑幸卫,青,青,58.11,-9.79,-12.57
蛋青,绞丝染色基本色谱,鸭蛋青：鸿洋、中国色名综览_凑幸卫,青,青,46,-35,-21
蛋青,中国色名综览_凑幸卫,鸭蛋青：鸿洋、中国色名综览_凑幸卫,白,青,91.08172557,1.712453497,-11.8007321
蛋青,中国传统色彩图鉴_鸿洋,鸭蛋青：鸿洋、中国色名综览_凑幸卫,白,青,93.78062984,-18.67864415,4.109729057
豆青,国标GB/T 31430-2015,浅青（深月白）a,白,青,85.8,-9.4,-7.5
豆青,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,浅青（深月白）a,青,青,54.23,-5.94,5.5
豆青,钧瓷色彩的特征与分类体系研究_王庆斌,浅青（深月白）a,赤,青,48.29863797,11.96769799,27.22889662
豆青,中国美色_中国国家地理,浅青（深月白）a,黄,青,86.17913604,-92.98686161,84.28365983
二青,国标GB/T 31430-2015,碧玉,青,青,75.9,-25.2,-12.5
青蓝,涤棉色谱_何进丰,涤棉：青兰,黑,青,39,-3,-26
深青,国标GB/T 31430-2015,青蓝 涤棉：青兰,青,青,71.1,-14.9,-23
深青,涤棉色谱_何进丰,青蓝 涤棉：青兰,青,青,51,-12,-32
青,国标GB/T 31430-2015,石青：乾隆、鸿洋 （中国颜色_黄仁达：石青色）,青,青,71.1,-22.6,-15.4
青,乾隆色谱,石青：乾隆、鸿洋 （中国颜色_黄仁达：石青色）,黑,青,16,3,-6
青,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,石青：乾隆、鸿洋 （中国颜色_黄仁达：石青色）,黑,青,27.92,6.08,-42.35
青,中国颜色_黄仁达,石青：乾隆、鸿洋 （中国颜色_黄仁达：石青色）,黑,青,48.63573587,37.80720752,-84.03161288
青,古色之美_青简,石青：乾隆、鸿洋 （中国颜色_黄仁达：石青色）,青,青,56.75101523,-21.48738297,-49.26384335
青,中国传统色彩图鉴_鸿洋,石青：乾隆、鸿洋 （中国颜色_黄仁达：石青色）,黑,青,29.39040822,27.58642921,-63.16316936
天青,国标GB/T 31430-2015,天青,青,青,66,-18.5,-21.5
天青,中国颜色_黄仁达,天青,青,青,88.09348461,-71.46556586,-11.78583248
天青,染作江南春水色_金成熺,天青,黑,青,43.5,8.53,-7.03
天青,古色之美_青简,天青,青,青,65.63083952,-20.26794486,-56.02076581
天青,钧瓷色彩的特征与分类体系研究_王庆斌,天青,青,青,47.73637944,-13.53582486,2.436520966
天青,中国美色_中国国家地理,天青,青,青,88.09348461,-71.46556586,-11.78583248
蟹青,国标GB/T 31430-2015,蟹壳青：钧瓷、明、鸿洋,青,青,61,-15.3,-10.3
蟹青,DIC中国传统色,蟹壳青：钧瓷、明、鸿洋,青,青,61.59460516,-13.14076463,3.739270028
蟹青,染色样本士林类_何进丰,蟹壳青：钧瓷、明、鸿洋,青,青,49,-6,0
蟹青,染色样本硫化类_何进丰,蟹壳青：钧瓷、明、鸿洋,青,青,66,-1,10
