color,from,nikename,parent,subparent,l,a,b
藤黄,国标GB/T 31430-2015,藤黄,黄,黄,64.6,14.4,57.4
藤黄,perchouli,藤黄,黄,黄,86.99902493,6.204486577,95.31505217
藤黄,DIC中国传统色,藤黄,黄,黄,89.06797504,-4.860125089,52.90616242
藤黄,中国颜色_黄仁达,藤黄,黄,黄,83.56708144,12.95612101,90.77447068
藤黄,古色之美_青简,藤黄,黄,黄,85.55959297,11.45482699,94.14874553
藤黄,中国美色_中国国家地理,藤黄,黄,黄,78.76492462,34.67605934,68.4600667
藤黄,中国色名综览_凑幸卫,藤黄,黄,黄,87.71765655,-0.372825429,84.76815222
藤黄,中国传统色彩图鉴_鸿洋,藤黄,黄,黄,83.4994017,17.89818868,90.71739242
浅姜黄,染色样本士林类_何进丰,,黄,黄,82,12,39
浅姜黄,染色样本纳夫妥类_何进丰,,黄,黄,80,12,61
姜黄,国标GB/T 31430-2015,姜黄,黄,黄,55,12.5,40.4
姜黄,perchouli,姜黄,黄,黄,79.91768864,2.204066449,83.15673103
姜黄,DIC中国传统色,姜黄,黄,黄,60.04044275,3.987578535,47.0785095
姜黄,故宫里的色彩美学_郭浩,姜黄,黄,黄,79.99324623,-4.657055621,56.42542819
姜黄,染色样本士林类_何进丰,姜黄,黄,黄,77,22,55
姜黄,染色样本纳夫妥类_何进丰,姜黄,黄,黄,77,22,75
姜黄,中国美色_中国国家地理,姜黄,黄,黄,54.24080104,-3.944078185,60.01611057
姜黄,中国色名综览_凑幸卫,姜黄,黄,黄,81.34806086,-4.890971763,55.26541103
姜黄,中国传统色彩图鉴_鸿洋,姜黄,黄,黄,80.8147298,26.44681181,53.13488243
姜黄,涤棉色谱_何进丰,姜黄,黄,黄,67,8,41
淡土黄,perchouli,,赤,黄,41.8562295,33.57461392,33.86264477
淡土黄,中国色名综览_凑幸卫,,赤,黄,52.60233277,16.91543201,13.58207283
蝶黄,perchouli,,黄,黄,85.4196245,-11.96723973,75.11637585
蝶黄,人造丝绸缎色谱_何进丰,,黄,黄,80,-5,58
蝶黄,中国色名综览_凑幸卫,,黄,黄,86.2982322,-11.58780095,39.47391434
佛手黄,perchouli,,黄,黄,88.2749752,2.542433029,94.94450295
佛手黄,中国色名综览_凑幸卫,,黄,黄,83.12317235,-0.069441896,62.72793647
香蕉黄,perchouli,,黄,黄,79.89549273,3.561758563,88.37627321
香蕉黄,中国色名综览_凑幸卫,,黄,黄,81.34807966,-5.860624262,69.88777243
油菜花黄,perchouli,,黄,黄,88.70212767,0.113592425,82.7840627
油菜花黄,中国色名综览_凑幸卫,,黄,黄,91.06744344,-0.416547711,47.96747822
迎春黄,中国色名综览_凑幸卫,,黄,黄,91.05366463,-7.010262145,79.09664939
秋葵黄,perchouli,,黄,黄,85.02520321,-0.379776674,76.68216189
秋葵黄,中国色名综览_凑幸卫,,黄,黄,86.29688999,-3.729264236,41.15384883
柚黄,perchouli,,黄,黄,83.90561318,3.696480512,91.27721995
柚黄,中国色名综览_凑幸卫,,黄,黄,83.82859372,-6.637501825,80.78357917
草黄,perchouli,,黄,黄,75.2796189,1.273903772,76.37534305
草黄,DIC中国传统色,,黄,黄,81.37275564,-10.45811344,62.50538992
草黄,染色样本纳夫妥类_何进丰,,黄,黄,63,5,42
草黄,中国色名综览_凑幸卫,,黄,黄,73.33292788,-4.12166695,48.9222613
硫华黄,perchouli,,黄,黄,84.94186291,2.091230233,87.12057252
硫华黄,中国色名综览_凑幸卫,,黄,黄,86.29357812,-5.202269462,55.96706939
金瓜黄,perchouli,,黄,黄,86.96967209,4.574538698,94.26149506
金瓜黄,中国色名综览_凑幸卫,,黄,黄,87.72517806,-0.400304252,69.41218156
麦秆黄,perchouli,,黄,黄,89.82111633,-1.776603282,60.9885057
麦秆黄,中国色名综览_凑幸卫,,黄,黄,91.06690779,0.270079719,33.42048411
蒿黄,perchouli,,黄,黄,80.13853377,0.337267168,71.78633366
蒿黄,中国色名综览_凑幸卫,,黄,黄,81.34803656,-3.435603965,40.35966459
茉莉黄,perchouli,,黄,黄,89.84384209,-1.61431524,59.95213154
茉莉黄,中国色名综览_凑幸卫,,白,黄,91.07018638,4.649621876,21.80902028
芒果黄,perchouli,,黄,黄,81.69317082,-1.292551861,49.32707154
芒果黄,中国色名综览_凑幸卫,,白,黄,81.34801355,0.86432903,25.12522475
柠檬黄,perchouli,,黄,黄,87.28762391,4.679525976,85.36430819
柠檬黄,DIC中国传统色,,黄,黄,86.7626294,-12.30816075,76.72846529
柠檬黄,中国色名综览_凑幸卫,,黄,黄,87.73498088,7.188486536,51.97988314
素馨黄,perchouli,素香黄中国色名综览_凑幸卫,黄,黄,85.50405667,8.963185217,93.11145185
素馨黄,中国色名综览_凑幸卫,素香黄中国色名综览_凑幸卫,黄,黄,86.28533753,8.453202825,65.71897516
乳鸭黄,perchouli,,黄,黄,85.4638214,11.71466185,94.38364405
乳鸭黄,中国色名综览_凑幸卫,,黄,黄,81.34812429,8.99126889,64.49265043
葵扇黄,perchouli,,黄,黄,88.26278419,2.183136039,62.14005979
葵扇黄,人造丝绸缎色谱_何进丰,,白,黄,72,3,23
葵扇黄,中国色名综览_凑幸卫,,黄,黄,91.08190696,5.810484712,38.38816172
大豆黄,perchouli,,黄,黄,85.8771305,7.729637805,86.13941568
大豆黄,中国色名综览_凑幸卫,,黄,黄,86.10026292,7.252213202,51.90583553
金盏黄,perchouli,,黄,黄,83.8372644,13.86534322,93.23062463
黄连黄,perchouli,,黄,黄,84.26219871,12.71006434,92.16362435
杏仁黄,perchouli,名称相似：杏黄（鸿洋）,白,黄,94.01455371,-0.140860505,21.79596332
杏仁黄,中国色名综览_凑幸卫,名称相似：杏黄（鸿洋）,白,黄,92.5816435,4.46535872,10.33785245
杏仁黄,中国传统色彩图鉴_鸿洋,名称相似：杏黄（鸿洋）,黄,黄,76.25953382,41.24348424,77.4841549
谷黄,perchouli,,黄,黄,77.229505,15.28872384,87.20301789
木瓜黄,perchouli,,黄,黄,83.04743607,13.64986603,90.84437973
木瓜黄,中国色名综览_凑幸卫,,黄,黄,81.34809637,7.515922223,50.83787001
淡茧黄,perchouli,,黄,黄,88.23743454,3.801922152,58.90794981
淡茧黄,人造丝绸缎色谱_何进丰,,黄,黄,78,10,39
淡茧黄,中国色名综览_凑幸卫,,黄,黄,94.88928882,4.902141391,32.06415627
雅梨黄,perchouli,,黄,黄,84.82899135,10.8107776,85.78861735
雅梨黄,人造丝绸缎色谱_何进丰,,黄,黄,79,15,34
雅梨黄,中国色名综览_凑幸卫,,黄,黄,83.85807669,14.72428355,56.62135419
鹦鹉冠黄,perchouli,,黄,黄,83.3580436,10.71932736,83.83042856
鹦鹉冠黄,中国色名综览_凑幸卫,,黄,黄,86.10296742,6.023376567,38.14816062
浅铬黄,perchouli,,黄,黄,82.21972797,16.09191128,91.006517
浅铬黄,中国色名综览_凑幸卫,,黄,黄,76.49105756,8.905422477,66.57059757
淡蜜黄,perchouli,,黄,黄,87.29445952,5.641463328,62.48707838
淡蜜黄,中国色名综览_凑幸卫,,黄,黄,82.79796194,6.685060179,44.9663274
芥黄,perchouli,,黄,黄,72.64837623,15.0087693,82.13809105
芥黄,中国色名综览_凑幸卫,,黄,黄,66.67952473,1.386507464,55.25114766
栀子黄,perchouli,古色之美、鸿洋：栀黄/郭浩：栀子,黄,黄,77.85404453,16.2778455,87.22047577
栀子黄,故宫里的色彩美学_郭浩,古色之美、鸿洋：栀黄/郭浩：栀子,黄,黄,83.12861951,15.76341486,78.34017563
栀子黄,中国颜色_黄仁达,古色之美、鸿洋：栀黄/郭浩：栀子,黄,黄,88.44167429,5.037674442,78.55158139
栀子黄,古色之美_青简,古色之美、鸿洋：栀黄/郭浩：栀子,黄,黄,76.87350706,31.05696921,87.29929807
栀子黄,中国美色_中国国家地理,古色之美、鸿洋：栀黄/郭浩：栀子,黄,黄,88.44167429,5.037674442,78.55158139
栀子黄,中国色名综览_凑幸卫,古色之美、鸿洋：栀黄/郭浩：栀子,黄,黄,71.56626429,1.184966935,62.81944157
栀子黄,中国传统色彩图鉴_鸿洋,古色之美、鸿洋：栀黄/郭浩：栀子,黄,黄,83.75384349,19.4574966,71.83431033
篾黄,perchouli,,黄,黄,90.04046663,2.194236637,39.49455681
篾黄,中国色名综览_凑幸卫,,白,黄,86.10535191,4.922004093,24.44449516
炒米黄,perchouli,染样：炒米,黄,黄,85.6534746,6.34412898,59.22840564
炒米黄,染色样本士林类_何进丰,染样：炒米,白,黄,78,8,18
炒米黄,中国色名综览_凑幸卫,染样：炒米,黄,黄,82.80027646,5.500925095,31.16422108
琥珀黄,perchouli,HRD、明、鸿洋：琥珀色,黄,黄,82.28677789,20.48187683,91.94108377
琥珀黄,中国颜色_黄仁达,HRD、明、鸿洋：琥珀色,黄,黄,61.14288252,29.77769311,53.4061371
琥珀黄,中国美色_中国国家地理,HRD、明、鸿洋：琥珀色,黄,黄,61.14288252,29.77769311,53.4061371
琥珀黄,中国色名综览_凑幸卫,HRD、明、鸿洋：琥珀色,黄,黄,84.92480304,17.11593936,69.53056386
琥珀黄,中国传统色彩图鉴_鸿洋,HRD、明、鸿洋：琥珀色,赤,黄,58.68036561,46.96217532,61.25905176
鼬黄,perchouli,,黄,黄,81.4141227,21.32168089,90.96445563
鼬黄,中国色名综览_凑幸卫,,黄,黄,74.05089284,27.27473879,76.73301489
豆汁黄,perchouli,,白,黄,93.01922255,1.606347347,21.38992663
豆汁黄,中国色名综览_凑幸卫,,白,黄,94.70109224,4.128639582,10.49099396
香水玫瑰黄,perchouli,黄水玫瑰黄(中国色名综览_凑幸卫）,黄,黄,89.130173,4.277401816,40.40361633
香水玫瑰黄,中国色名综览_凑幸卫,黄水玫瑰黄(中国色名综览_凑幸卫）,黄,黄,83.86537899,9.734651807,28.84507287
虎皮黄,perchouli,,黄,黄,76.91674958,18.42280579,84.13704337
虎皮黄,中国色名综览_凑幸卫,,黄,黄,71.5970972,7.977240227,51.23051253
鸡蛋黄,perchouli,,黄,黄,81.08487719,21.48160754,89.7831953
鸡蛋黄,中国色名综览_凑幸卫,,黄,黄,81.33513087,23.83344854,58.22792999
黄莲黄,中国色名综览_凑幸卫,,黄,黄,75.97755419,17.00461456,71.28798751
初熟杏黄,perchouli,,黄,黄,81.98064332,16.81279665,82.06182057
初熟杏黄,中国色名综览_凑幸卫,,黄,黄,81.32957293,12.24463427,40.96379206
山鸡黄,perchouli,,黄,黄,62.48103294,13.33130562,64.95931055
山鸡黄,中国色名综览_凑幸卫,,黄,黄,54.90538172,1.469019571,33.54201757
甘草黄,perchouli,,黄,黄,82.10887346,13.4468611,69.95649719
甘草黄,DIC中国传统色,,黄,黄,81.95325265,0.844850307,35.56923276
甘草黄,中国色名综览_凑幸卫,,白,黄,81.3287073,9.718186967,27.74872065
鹅掌黄,perchouli,,黄,黄,81.7466403,20.00145024,84.77185627
鹅掌黄,中国色名综览_凑幸卫,,黄,黄,81.34816268,23.18472437,55.1385863
麦芽糖黄,perchouli,,黄,黄,87.35010189,8.051742095,50.63071635
麦芽糖黄,中国色名综览_凑幸卫,,白,黄,91.08188002,12.33901345,19.82456056
酪黄,perchouli,,白,黄,90.29343726,4.225225991,28.27962709
酪黄,中国色名综览_凑幸卫,,白,黄,91.08187525,8.652070216,22.70714183
橙皮黄,perchouli,,黄,黄,77.15731846,34.62556307,87.62739933
橙皮黄,中国色名综览_凑幸卫,,黄,黄,76.52851792,28.71676471,80.27094103
莱阳梨黄,perchouli,,黄,黄,44.09575309,13.00283316,44.0787494
莱阳梨黄,中国色名综览_凑幸卫,,青,黄,56.69777228,1.426169078,25.76731853
枇杷黄,perchouli,,黄,黄,77.15801692,34.62928098,87.55711519
枇杷黄,绞丝染色基本色谱,,黄,黄,75,31,70
枇杷黄,中国色名综览_凑幸卫,,黄,黄,77.47500636,33.76248351,61.9943099
金叶黄,perchouli,,黄,黄,78.55451771,33.14371009,88.0712507
金叶黄,人造丝绸缎色谱_何进丰,,黄,黄,70,35,54
金叶黄,中国色名综览_凑幸卫,,黄,黄,74.97533446,28.64642311,79.87311926
苍黄,perchouli,,黄,黄,45.04257777,10.3129868,37.17613384
苍黄,DIC中国传统色,,黄,黄,63.05131531,22.14200771,42.96596445
苍黄,故宫里的色彩美学_郭浩,,黄,黄,67.0517408,-2.077232621,75.3360236
苍黄,中国色名综览_凑幸卫,,青,黄,54.15573121,1.587578255,18.27771209
苍黄,中国传统色彩图鉴_鸿洋,,青,黄,63.06397041,-15.23100803,18.27491236
龟背黄,perchouli,,黑,黄,47.64372092,7.726977417,26.2516697
雄黄,perchouli,,黄,黄,76.15347842,40.70994762,86.90819126
雄黄,DIC中国传统色,,黄,黄,60.28219501,28.64082343,45.91683599
雄黄,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,赤,黄,62.05,58.84,71.32
蜜黄,perchouli,,黄,黄,82.05714201,21.86666579,64.32274757
帆黄,中国色名综览_凑幸卫,,黄,黄,66.68471568,19.85666218,43.11640806
风帆黄,perchouli,,黄,黄,69.26651685,28.96940263,73.84691746
金莺黄,perchouli,,黄,黄,77.48210551,27.45972796,73.32528709
金莺黄,人造丝绸缎色谱_何进丰,,赤,黄,63,23,28
金莺黄,中国色名综览_凑幸卫,,黄,黄,75.54566818,24.99619907,38.58466806
软木黄,perchouli,,黄,黄,72.38258206,23.05915293,62.08383904
软木黄,中国色名综览_凑幸卫,,黄,黄,71.59708987,19.81473299,26.84113233
榴萼黄,perchouli,,黄,黄,77.78387216,30.8905217,76.85173795
榴萼黄,中国色名综览_凑幸卫,,黄,黄,74.54626811,27.16197826,44.15809984
玳瑁黄,perchouli,中国颜色_黄仁达：玳瑁色,黄,黄,73.28021815,18.55131847,51.00534899
玳瑁黄,中国颜色_黄仁达,中国颜色_黄仁达：玳瑁色,赤,黄,26.77402548,39.22870266,10.89252778
玳瑁黄,人造丝绸缎色谱_何进丰,中国颜色_黄仁达：玳瑁色,黄,黄,64,18,27
玳瑁黄,中国色名综览_凑幸卫,中国颜色_黄仁达：玳瑁色,白,黄,71.5970387,14.58736955,15.78540406
万寿菊黄,perchouli,,黄,黄,73.05041017,46.82660745,84.1045752
万寿菊黄,人造丝绸缎色谱_何进丰,,黄,黄,69,36,64
万寿菊黄,中国色名综览_凑幸卫,,黄,黄,71.56915659,43.97752942,59.51038405
蛋壳黄,perchouli,,黄,黄,84.28107525,17.88040092,40.77838366
蛋壳黄,中国色名综览_凑幸卫,,白,黄,83.85970391,17.47510237,22.0107544
北瓜黄,perchouli,,黄,黄,73.4481238,47.00474372,78.68207856
北瓜黄,中国色名综览_凑幸卫,,赤,黄,76.51835035,29.96034808,32.26211704
姚黄,perchouli,,白,黄,86.17534564,-15.38220887,23.66523784
姚黄,中国色名综览_凑幸卫,,白,黄,81.33305012,-17.79528388,23.14432264
柳叶黄,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黄,黄,67.27,-11.89,66.45
雌黄,故宫里的色彩美学_郭浩,,黄,黄,61.7482248,15.93603279,42.92314177
雌黄,敦煌彩绘文物数字化保护色卡制作方法研究_梁金星,,黄,黄,67.66,7.95,36.3
雌黄,中国颜色_黄仁达,,黄,黄,78.76492462,34.67605934,68.4600667
雌黄,中国美色_中国国家地理,,黄,黄,78.76492462,34.67605934,68.4600667
艳黄,DIC中国传统色,,黄,黄,74.83023416,27.14447034,78.98850158
鹅黄,DIC中国传统色,,黄,黄,71.05220254,27.20960182,76.38700566
虾黄,DIC中国传统色,,黄,黄,66.29528927,20.72117373,53.7339033
肉黄,DIC中国传统色,,白,黄,78.68785236,20.08032264,20.5593818
萱草黄,中国美色_中国国家地理,,黄,黄,71.03351008,57.41043323,81.90183495
黄琉璃,DIC中国传统色,,黄,黄,71.1535696,12.90233867,57.67686157
南瓜黄,DIC中国传统色,,黄,黄,77.15166732,18.62332645,36.20369066
浅桔黄,DIC中国传统色,,白,黄,75.3050635,12.04269937,25.86988229
芦黄,DIC中国传统色,,白,黄,80.63014905,8.846525802,21.12207474
乳黄色,DIC中国传统色,,白,黄,89.92454429,-0.320959877,24.9399374
黄鸭色,DIC中国传统色,,赤,黄,49.22561355,20.02207033,26.65039502
香黄,国标GB/T 31430-2015,秋黄,黑,黄,42,10.8,27.8
卡其黄,DIC中国传统色,,黄,黄,75.08554116,4.325065873,32.5020559
蜡黄,DIC中国传统色,,白,黄,89.81489067,-4.944130227,16.49264112
牙黄,DIC中国传统色,,白,黄,88.65241642,-1.444339588,25.23741486
枝黄,DIC中国传统色,,黄,黄,78.66863376,-1.931341798,47.93806701
黄金色,DIC中国传统色,,黄,黄,75.80918118,-1.769362501,48.53493756
蛋黄,DIC中国传统色,,黄,黄,75.4963152,9.366732446,56.67397717
蛋黄,中国传统色彩图鉴_鸿洋,,黄,黄,81.14107025,26.70723038,74.94683209
槐黄,DIC中国传统色,,黄,黄,89.31624092,-13.26644924,73.10923968
丝瓜花黄,DIC中国传统色,,黄,黄,85.58918472,0.823145092,70.60948476
嫩姜黄,DIC中国传统色,,黄,黄,76.73234333,3.16710075,67.19330785
小鸡黄,DIC中国传统色,,黄,黄,83.34843331,-1.187094672,39.27616032
檗黄色,中国颜色_黄仁达,,黄,黄,96.53107683,-23.95435673,80.83839142
檗黄色,古色之美_青简,,黄,黄,93.12016535,-7.835689784,34.26935084
琉璃黄,中国颜色_黄仁达,,黄,黄,80.24737786,6.177663387,89.8361561
流黄,古色之美_青简,,黄,黄,69.66883701,27.03516595,80.40684607
奶黄,染色样本士林类_何进丰,,黄,黄,87,-4,66
奶黄,染色样本纳夫妥类_何进丰,,黄,黄,80,-1,74
浅草黄,染色样本纳夫妥类_何进丰,,黄,黄,73,4,38
硫化黄,人造丝绸缎色谱_何进丰,,黄,黄,80,3,44
韮牙黄,人造丝绸缎色谱_何进丰,,黄,黄,74,-6,40
深米黄,绞丝染色基本色谱,,黄,黄,83,10,45
浅糙米黄,绞丝染色基本色谱,,黄,黄,84,6,37
糙米黄,绞丝染色基本色谱,,黄,黄,76,13,42
浅驼黄,绞丝染色基本色谱,,黄,黄,60,23,43
驼黄,绞丝染色基本色谱,,赤,黄,51,24,39
浅杏黄,绞丝染色基本色谱,,黄,黄,88,5,50
虎黄,绞丝染色基本色谱,,黄,黄,68,42,70
虎黄,涤棉色谱_何进丰,,黄,黄,71,35,61
砖黄,绞丝染色基本色谱,,赤,黄,58,35,43
深砖黄,绞丝染色基本色谱,,赤,黄,47,39,39
黄白游,故宫里的色彩美学_郭浩,,黄,黄,96.27539253,-9.342249778,47.83798779
苍黄,故宫里的色彩美学_郭浩,,黄,黄,67.0517408,-2.077232621,75.3360236
黄河琉璃,故宫里的色彩美学_郭浩,,黄,黄,75.47786466,20.68996334,62.23867068
黄栗留,故宫里的色彩美学_郭浩,,黄,黄,89.70246521,1.984043565,70.27715189
黄不老,故宫里的色彩美学_郭浩,,黄,黄,71.21253388,22.70250643,68.71426912
嫩鹅黄,故宫里的色彩美学_郭浩,,黄,黄,84.12097874,8.954922827,58.28197661
嫩鹅黄,中国传统色彩图鉴_鸿洋,,黄,黄,93.46391037,-42.24658203,83.85284112
芸黄,故宫里的色彩美学_郭浩,,黄,黄,72.22036669,16.58993533,39.038978
黄润,故宫里的色彩美学_郭浩,,白,黄,86.24710609,-0.426795776,16.05983952
黄粱,故宫里的色彩美学_郭浩,,白,黄,75.65440207,1.50919412,18.17241587
九斤黄,故宫里的色彩美学_郭浩,,黄,黄,76.61862712,14.96708447,38.30349438
女贞黄,故宫里的色彩美学_郭浩,,黄,黄,93.81182171,-5.375294196,33.43621121
姚黄,故宫里的色彩美学_郭浩,,黄,黄,77.72942377,-0.563350145,67.36003778
蛾黄,故宫里的色彩美学_郭浩,,黄,黄,63.35129256,18.20351786,61.8460098
黄封,故宫里的色彩美学_郭浩,,黄,黄,74.54122088,3.095758589,38.71435326
枯黄,中国美色_中国国家地理,,黄,黄,72.05412256,8.275172058,33.23564333
枯黄,中国传统色彩图鉴_鸿洋,,黄,黄,68.91798017,47.78508837,66.985011
豆黄,涤棉色谱_何进丰,,黄,黄,66,17,44
浅豆黄,涤棉色谱_何进丰,,黄,黄,75,7,28
浅米黄,涤棉色谱_何进丰,,白,黄,73,3,19
浅蜜黄,涤棉色谱_何进丰,,白,黄,94,-3,26
浅嫩黄,涤棉色谱_何进丰,,白,黄,94,-11,28
韭黄,涤棉色谱_何进丰,,黄,黄,66,-10,43
浅韭黄,涤棉色谱_何进丰,,黄,黄,80,-20,53
葱黄,中国传统色彩图鉴_鸿洋,,黄,黄,86.60823637,-97.40231096,93.95329063
黄栌色,中国颜色_黄仁达,明：黄栌,黄,黄,49.36991983,38.3880657,61.92266342
黄栌色,中国美色_中国国家地理,明：黄栌,黄,黄,66.9961815,34.21279318,60.52016441
黄栌色,中国传统色彩图鉴_鸿洋,明：黄栌,赤,黄,67.19126541,54.26645729,60.08978261
水黄,DIC中国传统色,,白,黄,81.63534562,-12.6634052,14.57517412
黄绿,国标GB/T 31430-2015,黄绿,青,黄,55.1,-4.6,28.1
黄绿,DIC中国传统色,黄绿,黄,黄,65.42277255,-18.51150664,42.23084393
橄榄黄绿,perchouli,,黄,黄,77.8696842,-24.04317569,74.73377397
橄榄黄绿,人造丝绸缎色谱_何进丰,,黄,黄,71,-16,42
橄榄黄绿,中国色名综览_凑幸卫,,黄,黄,74.03904161,-24.80874988,58.96662048
槐花黄绿,perchouli,,黄,黄,84.42397847,-17.49159206,47.96899803
槐花黄绿,中国色名综览_凑幸卫,,黄,黄,81.33434851,-18.16940048,42.01295182
桂花黄绿,人造丝绸缎色谱_何进丰,,青,黄,61,-10,22
金黄,国标GB/T 31430-2015,金黄 HDR:金黄色 GS:金,黄,黄,68.9,19.2,52.1
金黄,perchouli,金黄 HDR:金黄色 GS:金,黄,黄,68.89695146,51.86065408,75.4063018
金黄,乾隆色谱,金黄 HDR:金黄色 GS:金,黄,黄,65,19,71
金黄,故宫里的色彩美学_郭浩,金黄 HDR:金黄色 GS:金,黄,黄,55.98372503,29.01694903,46.24494918
金黄,中国颜色_黄仁达,金黄 HDR:金黄色 GS:金,黄,黄,80.96991104,1.77070582,89.16931678
金黄,古色之美_青简,金黄 HDR:金黄色 GS:金,黄,黄,81.31098876,13.08331327,85.07072641
金黄,染色样本纳夫妥类_何进丰,金黄 HDR:金黄色 GS:金,赤,黄,57,54,60
金黄,钧瓷色彩的特征与分类体系研究_王庆斌,金黄 HDR:金黄色 GS:金,黄,黄,86.22441055,5.476817933,64.78202394
黄金色,中国传统色彩图鉴_鸿洋,,黄,黄,85.42828504,7.099976379,94.6999702
灰黄,国标GB/T 31430-2015,灰黄,黄,黄,66.4,6.1,27.7
黄灰,DIC中国传统色,,白,黄,74.75217692,-4.99241768,6.349408127
黄昏灰,perchouli,,黑,黄,30.7956152,-2.050094303,-1.917142524
黄昏灰,中国色名综览_凑幸卫,,青,黄,51.57708362,-5.14628609,-8.190715296
红酱,染色样本纳夫妥类_何进丰,,赤,"红
",32,40,16
酢酱草红,perchouli,,赤,"红
",60.8817913,45.75008766,3.566776163
酢酱草红,中国色名综览_凑幸卫,,赤,"红
",61.68129537,28.56913005,-6.287552826
酢酱草红,perchouli,,赤,"红
",60.8817913,45.75008766,3.566776163
莓酱红,perchouli,,赤,"红
",66.01377385,69.33126761,74.83470725
莓酱红,中国色名综览_凑幸卫,,赤,"红
",62.83672723,50.58714097,49.76093519
淡红灰,中国色名综览_凑幸卫,,白,红,63.59104478,10.83372352,2.064037162
棕红,国标GB/T 31430-2015,棕红,黑,红,31.8,18.6,12
棕红,DIC中国传统色,,黑,红,39.58328406,18.84888451,14.51697304
红棕,染色样本纳夫妥类_何进丰,,赤,红,47,23,20
红棕,涤棉色谱_何进丰,,赤,红,47,27,27
红咖啡,染色样本纳夫妥类_何进丰,,黑,红,25,8,7
肉红,国标GB/T 31430-2015,肉红,白,红,83.9,14.7,5.5
肉红,DIC中国传统色,肉红,赤,红,55.11721913,37.38846656,5.780839112
肉红,故宫里的色彩美学_郭浩,肉红,白,红,82.35028419,9.595343711,10.15809024
藕红,国标GB/T 31430-2015,藕红,白,红,80.8,17.8,8.4
粉红,国标GB/T 31430-2015,粉红,白,红,77.8,20.6,1
粉红,perchouli,粉红,白,红,82.32190636,26.1522959,13.58918746
粉红,染色样本士林类_何进丰,粉红,赤,红,69,42,4
粉红,染色样本纳夫妥类_何进丰,粉红,赤,红,60,54,7
粉红,中国色名综览_凑幸卫,粉红,白,红,76.00760177,24.02044874,2.595973752
粉红,中国传统色彩图鉴_鸿洋,粉红,白,红,86.66560238,36.14867245,-10.87608385
银红,国标GB/T 31430-2015,银红（暗粉）a,赤,红,34.3,28.2,29.4
银红,DIC中国传统色,银红（暗粉）a,赤,红,56.03931069,39.677439,9.114472642
银红,故宫里的色彩美学_郭浩,银红（暗粉）a,白,红,85.23660131,15.3778605,-0.348289904
银红,染作江南春水色_金成熺,银红（暗粉）a,白,红,77.22,27.75,4.2
银红,中国传统色彩图鉴_鸿洋,银红（暗粉）a,赤,红,53.63315267,77.58943837,32.6618631
桃红,国标GB/T 31430-2015,桃红,赤,红,58.9,41.1,-0.7
桃红,perchouli,桃红,赤,红,79.30200889,30.38130185,19.26043313
桃红,乾隆色谱,桃红,赤,红,47,44,30
桃红,染作江南春水色_金成熺,桃红,赤,红,71.82,33,6.09
桃红,绞丝染色基本色谱,桃红,赤,红,70,44,-2
桃红,钧瓷色彩的特征与分类体系研究_王庆斌,桃红,赤,红,42.54160394,44.63568689,23.30265013
桃红,中国美色_中国国家地理,桃红,赤,红,70.66848556,94.53395729,-47.42171293
桃红,中国色名综览_凑幸卫,桃红,白,红,71.59696773,11.36731023,-1.180787885
桃红,中国传统色彩图鉴_鸿洋,桃红,赤,红,73.09484564,73.6391129,-16.71321155
桃红,涤棉色谱_何进丰,桃红,赤,红,50,58,12
唇红,中国色名综览_凑幸卫,,赤,红,66.64418217,44.91379932,17.71310948
樱花红,中国色名综览_凑幸卫,,白,红,85.52729296,10.94925146,-3.30517337
雨后桃红,中国色名综览_凑幸卫,,白,红,87.25889274,10.90944049,-3.450717774
极光红,中国色名综览_凑幸卫,,白,红,86.29824403,20.65734839,0.742403981
洋红,国标GB/T 31430-2015,洋红,赤,红,50.1,42.8,-16.8
洋红,中国传统色彩图鉴_鸿洋,洋红,赤,红,67.65623959,105.0134064,-52.31130696
金红,国标GB/T 31430-2015,橙红,赤,红,58.3,43,24.6
金红,DIC中国传统色,橙红,赤,红,62.00112027,45.05588983,44.23042866
红（赤白）a,国标GB/T 31430-2015,红,赤,红,54.4,47.6,18.8
红（赤白）a,中国颜色_黄仁达,红,赤,红,53.00511295,80.54934522,46.16104423
红（赤白）a,古色之美_青简,红,赤,红,51.65996485,80.58645714,9.202734108
石榴红,国标GB/T 31430-2015,石榴红,赤,红,52.3,52.1,31.5
石榴红,中国颜色_黄仁达,石榴红,赤,红,56.58033679,83.7555399,34.48708338
石榴红,绞丝染色基本色谱,石榴红,赤,红,43,51,31
石榴红,钧瓷色彩的特征与分类体系研究_王庆斌,石榴红,赤,红,22.9301559,42.95796206,21.946282
石榴红,中国传统色彩图鉴_鸿洋,石榴红,赤,红,61.61666359,90.41491792,59.17105943
殊红,国标GB/T 31430-2015,朱红 中国色名综览_凑幸卫 鸿洋,赤,红,51.4,48.3,43.2
殊红,中国颜色_黄仁达,朱红 中国色名综览_凑幸卫 鸿洋,赤,红,57.5876019,84.64102288,42.24840082
殊红,中国色名综览_凑幸卫,朱红 中国色名综览_凑幸卫 鸿洋,赤,红,56.48499616,53.93452241,55.53413355
殊红,中国传统色彩图鉴_鸿洋,朱红 中国色名综览_凑幸卫 鸿洋,赤,红,65.10524893,77.23752207,77.79244599
